gene_num,start,end,gene,locus_tag,old_locus_tag,n_distinct_mutations,description,sig
1662,1809219,1809292,SP_2259,SP_RS09475,SP_2259,0,NA,FALSE
1663,1809306,1809379,SP_2260,SP_RS09480,SP_2260,0,NA,FALSE
1664,1809385,1809458,SP_2261,SP_RS09485,SP_2261,0,NA,FALSE
1665,1809474,1809547,SP_2262,SP_RS09490,SP_2262,0,NA,FALSE
1666,1809557,1809642,SP_2263,SP_RS09495,SP_2263,0,NA,FALSE
1667,1809650,1809721,SP_2264,SP_RS09500,SP_2264,0,NA,FALSE
1668,1809744,1809816,SP_2265,SP_RS09505,SP_2265,0,NA,FALSE
1669,1809835,1809916,SP_2266,SP_RS09510,SP_2266,0,NA,FALSE
1670,1809922,1809994,SP_2267,SP_RS09515,SP_2267,0,NA,FALSE
1671,1810019,1810091,SP_2268,SP_RS09520,SP_2268,0,NA,FALSE
1672,1810094,1810166,SP_2269,SP_RS09525,SP_2269,0,NA,FALSE
1673,1810171,1810286,rrf,SP_RS09530,SP_rrnaD5S,0,NA,FALSE
1674,1810363,1813264,SP_rrnaD23S,SP_RS09535,SP_rrnaD23S,0,NA,FALSE
1675,1813389,1813461,SP_2270,SP_RS09540,SP_2270,0,NA,FALSE
1676,1813513,1815058,SP_rrnaD16S,SP_RS09545,SP_rrnaD16S,0,NA,FALSE
1677,1815312,1815383,SP_2271,SP_RS09550,SP_2271,0,NA,FALSE
1679,1816838,1817614,recX,SP_RS09560,SP_1902,0,NA,FALSE
1680,1817703,1818236,SP_1903,SP_RS09565,SP_1903,0,NA,FALSE
1681,1820362,1821984,groL,SP_RS09585,SP_1906,0,NA,FALSE
1682,1822000,1822284,groES,SP_RS09590,SP_1907,0,NA,FALSE
1683,1822440,1822835,SP_1908,SP_RS09595,SP_1908,0,NA,FALSE
1684,1822913,1823674,SP_1909,SP_RS09600,SP_1909,0,NA,FALSE
1686,1824358,1824675,SP_1911,SP_RS09610,SP_1911,0,NA,FALSE
1687,1824672,1824971,SP_1912,SP_RS09615,SP_1912,0,NA,FALSE
1688,1825308,1825499,SP_RS09625,SP_RS09625,SP_RS09625,0,NA,FALSE
1689,1825660,1826334,SP_1914,SP_RS09630,SP_1914,0,NA,FALSE
1690,1826340,1826786,SP_1915,SP_RS09635,SP_1915,0,NA,FALSE
1691,1826900,1827403,SP_1916,SP_RS09640,SP_1916,0,NA,FALSE
1692,1827400,1827762,SP_1917,SP_RS09645,SP_1917,0,NA,FALSE
1693,1829726,1830175,SP_1920,SP_RS09660,SP_1920,0,NA,FALSE
1694,1830299,1831015,SP_1922,SP_RS09665,SP_1922,0,NA,FALSE
1697,1833725,1834333,SP_1925,SP_RS09680,SP_1925,0,NA,FALSE
1698,1834346,1834804,SP_1926,SP_RS09685,SP_1926,0,NA,FALSE
1699,1834929,1835733,SP_RS12445,SP_RS12445,SP_RS12445,0,NA,FALSE
1700,1836471,1836731,SP_1930,SP_RS09700,SP_1930,0,NA,FALSE
1701,1836790,1837341,SP_1931,SP_RS09705,SP_1931,0,NA,FALSE
1702,1837331,1837528,SP_RS09710,SP_RS09710,SP_RS09710,0,NA,FALSE
1703,1837532,1838326,SP_1933,SP_RS09715,SP_1933,0,NA,FALSE
1704,1838734,1839159,SP_1934,SP_RS09720,SP_1934,0,NA,FALSE
1705,1839288,1839647,SP_1935,SP_RS09725,SP_1935,0,NA,FALSE
1706,1839693,1839899,SP_RS09730,SP_RS09730,SP_RS09730,0,NA,FALSE
1707,1839886,1840047,SP_1936,SP_RS09735,SP_1936,0,NA,FALSE
1708,1840405,1841361,lytA,SP_RS09740,SP_1937,0,NA,FALSE
1709,1841737,1843107,SP_1939,SP_RS09745,SP_1939,0,NA,FALSE
1710,1843413,1844579,recA,SP_RS09750,SP_1940,0,NA,FALSE
1713,1846999,1847517,SP_1943,SP_RS09765,SP_1943,0,NA,FALSE
1714,1847507,1847950,tsaE,SP_RS09770,SP_1944,0,NA,FALSE
1715,1848036,1848656,SP_1945,SP_RS09775,SP_1945,0,NA,FALSE
1716,1849039,1849902,SP_1946,SP_RS09780,SP_1946,0,NA,FALSE
1717,1850367,1850591,pneA1,SP_RS09790,SP_1948,0,NA,FALSE
1718,1850598,1850786,pneA2,SP_RS09795,SP_1949,0,NA,FALSE
1719,1850902,1853892,lanM,SP_RS09800,SP_1950,0,NA,FALSE
1720,1854242,1854946,SP_1951,SP_RS09805,SP_1951,0,NA,FALSE
1721,1854927,1855856,SP_1952,SP_RS09810,SP_1952,0,NA,FALSE
1722,1855853,1857961,SP_1953,SP_RS09815,SP_1953,0,NA,FALSE
1723,1859774,1860541,SP_1956,SP_RS09830,SP_1956,0,NA,FALSE
1724,1860543,1861175,SP_1957,SP_RS09835,SP_1957,0,NA,FALSE
1725,1862121,1862534,ndk,SP_RS09845,SP_1959,0,NA,FALSE
1728,1870382,1870452,SP_2272,SP_RS09860,SP_2272,0,NA,FALSE
1729,1870650,1871981,SP_1963,SP_RS09865,SP_1963,0,NA,FALSE
1730,1872210,1873034,endA,SP_RS09870,SP_1964,0,NA,FALSE
1731,1873073,1873261,SP_1965,SP_RS09875,SP_1965,0,NA,FALSE
1732,1873254,1874537,murA,SP_RS09880,SP_1966,0,NA,FALSE
1733,1874561,1874791,SP_RS09885,SP_RS09885,SP_RS09885,0,NA,FALSE
1734,1874849,1875886,SP_1967,SP_RS09890,SP_1967,0,NA,FALSE
1735,1875870,1876358,coaD,SP_RS09895,SP_1968,0,NA,FALSE
1736,1876348,1876887,rsmD,SP_RS09900,SP_1969,0,NA,FALSE
1737,1876952,1877944,SP_1970,SP_RS09905,SP_1970,0,NA,FALSE
1738,1878056,1878739,SP_1972,SP_RS09915,SP_1972,0,NA,FALSE
1739,1878795,1879535,SP_1973,SP_RS09920,SP_1973,0,NA,FALSE
1740,1879569,1879847,SP_1974,SP_RS09925,SP_1974,0,NA,FALSE
1741,1879925,1880851,yidC,SP_RS09930,SP_1975,0,NA,FALSE
1742,1880926,1881720,pflA,SP_RS09935,SP_1976,0,NA,FALSE
1743,1881846,1883096,SP_1978,SP_RS09940,SP_1978,0,NA,FALSE
1744,1883163,1883990,purR,SP_RS09945,SP_1979,0,NA,FALSE
1746,1885188,1886444,SP_1981,SP_RS09955,SP_1981,0,NA,FALSE
1747,1886446,1887108,SP_1982,SP_RS09960,SP_1982,0,NA,FALSE
1748,1887071,1887727,SP_1983,SP_RS09965,SP_1983,0,NA,FALSE
1749,1887738,1888616,rsgA,SP_RS09970,SP_1984,0,NA,FALSE
1750,1888618,1889490,rsmA,SP_RS09975,SP_1985,0,NA,FALSE
1751,1889621,1889929,SP_1986,SP_RS09980,SP_1986,0,NA,FALSE
1752,1889922,1890563,SP_1987,SP_RS09985,SP_1987,0,NA,FALSE
1753,1890565,1892595,SP_1988,SP_RS09990,SP_1988,0,NA,FALSE
1754,1892864,1893763,SP_1989,SP_RS09995,SP_1989,0,NA,FALSE
1755,1893835,1894395,rnmV,SP_RS10000,SP_1990,0,NA,FALSE
1756,1894395,1895168,SP_1991,SP_RS10005,SP_1991,0,NA,FALSE
1757,1895473,1896366,SP_1992,SP_RS10010,SP_1992,0,NA,FALSE
1758,1896650,1896784,rpmH,SP_RS10015,SP_1993,0,NA,FALSE
1760,1898755,1899207,SP_1996,SP_RS10030,SP_1996,0,NA,FALSE
1761,1899242,1900630,SP_1997,SP_RS10035,SP_1997,0,NA,FALSE
1762,1900696,1901658,SP_1998,SP_RS10040,SP_1998,0,NA,FALSE
1763,1901687,1902250,SP_RS10045,SP_RS10045,SP_RS10045,0,NA,FALSE
1764,1902314,1903324,ccpA,SP_RS10050,SP_1999,0,NA,FALSE
1765,1903749,1904348,SP_2000,SP_RS10055,SP_2000,0,NA,FALSE
1766,1904349,1905446,SP_2001,SP_RS10060,SP_2001,0,NA,FALSE
1767,1905446,1906183,SP_2002,SP_RS10065,SP_2002,0,NA,FALSE
1769,1907056,1907250,SP_2004,SP_RS10075,SP_2004,0,NA,FALSE
1770,1907247,1907378,SP_2005,SP_RS10080,SP_2005,0,NA,FALSE
1771,1908042,1908115,SP_2273,SP_RS10085,SP_2273,0,NA,FALSE
1772,1908131,1908204,SP_2274,SP_RS10090,SP_2274,0,NA,FALSE
1773,1908214,1908299,SP_2275,SP_RS10095,SP_2275,0,NA,FALSE
1774,1908307,1908378,SP_2276,SP_RS10100,SP_2276,0,NA,FALSE
1775,1908401,1908473,SP_2277,SP_RS10105,SP_2277,0,NA,FALSE
1776,1908492,1908573,SP_2278,SP_RS10110,SP_2278,0,NA,FALSE
1777,1908579,1908651,SP_2279,SP_RS10115,SP_2279,0,NA,FALSE
1778,1908676,1908748,SP_2280,SP_RS10120,SP_2280,0,NA,FALSE
1779,1908751,1908823,SP_2281,SP_RS10125,SP_2281,0,NA,FALSE
1780,1908828,1908943,rrf,SP_RS10130,SP_rrnaC5S,0,NA,FALSE
1781,1909020,1911921,SP_rrnaC23S,SP_RS10135,SP_rrnaC23S,0,NA,FALSE
1782,1912046,1912118,SP_2282,SP_RS10140,SP_2282,0,NA,FALSE
1783,1912170,1913715,SP_rrnaC16S,SP_RS10145,SP_rrnaC16S,0,NA,FALSE
1784,1913969,1914040,SP_2283,SP_RS10150,SP_2283,0,NA,FALSE
1785,1914134,1914613,SP_2006,SP_RS10155,SP_2006,0,NA,FALSE
1786,1914735,1915271,nusG,SP_RS10160,SP_2007,0,NA,FALSE
1787,1915326,1915502,secE,SP_RS10165,SP_2008,0,NA,FALSE
1788,1915512,1915664,rpmG,SP_RS10170,SP_2009,0,NA,FALSE
1789,1915717,1917912,pbp2a,SP_RS10175,SP_2010,0,NA,FALSE
1790,1918038,1918874,SP_2011,SP_RS10180,SP_2011,0,NA,FALSE
1791,1918942,1919949,gap,SP_RS10185,SP_2012,0,NA,FALSE
1792,1920126,1921088,SP_2013,SP_RS10190,SP_2013,0,NA,FALSE
1793,1922125,1922997,SP_2016,SP_RS10205,SP_2016,0,NA,FALSE
1794,1923234,1924544,SP_2017,SP_RS10210,SP_2017,0,NA,FALSE
1795,1924910,1925104,SP_2019,SP_RS10215,SP_2019,0,NA,FALSE
1796,1925563,1926291,SP_2020,SP_RS10220,SP_2020,0,NA,FALSE
1797,1926449,1927858,SP_2021,SP_RS10225,SP_2021,0,NA,FALSE
1798,1927876,1929171,SP_2022,SP_RS10230,SP_2022,0,NA,FALSE
1799,1929176,1929484,SP_2023,SP_RS10235,SP_2023,0,NA,FALSE
1800,1929481,1929789,SP_2024,SP_RS10240,SP_2024,0,NA,FALSE
1801,1930775,1933426,adhE,SP_RS10245,SP_2026,0,NA,FALSE
1802,1933726,1934136,SP_2027,SP_RS10250,SP_2027,0,NA,FALSE
1803,1934138,1934566,SP_2028,SP_RS10255,SP_2028,0,NA,FALSE
1804,1934612,1934911,yajC,SP_RS10260,SP_2029,0,NA,FALSE
1805,1935028,1937004,tkt,SP_RS10265,SP_2030,0,NA,FALSE
1806,1937118,1938209,ulaG,SP_RS10270,SP_2031,0,NA,FALSE
1807,1938321,1939994,SP_2032,SP_RS10275,SP_2032,0,NA,FALSE
1808,1940173,1940877,SP_2033,SP_RS10280,SP_2033,0,NA,FALSE
1809,1940879,1941742,SP_2034,SP_RS10285,SP_2034,0,NA,FALSE
1810,1941746,1942411,SP_2035,SP_RS10290,SP_2035,0,NA,FALSE
1811,1942428,1942913,SP_2036,SP_RS10295,SP_2036,0,NA,FALSE
1812,1942990,1943271,SP_2037,SP_RS10300,SP_2037,0,NA,FALSE
1813,1943294,1944751,SP_2038,SP_RS10305,SP_2038,0,NA,FALSE
1814,1944882,1945505,SP_2039,SP_RS10310,SP_2039,0,NA,FALSE
1816,1946561,1947385,SP_2041,SP_RS10320,SP_2041,0,NA,FALSE
1817,1947360,1947731,rnpA,SP_RS10325,SP_2042,0,NA,FALSE
1819,1949121,1950074,SP_2045,SP_RS10335,SP_2045,0,NA,FALSE
1820,1950866,1951279,SP_2047,SP_RS10350,SP_2047,0,NA,FALSE
1821,1951257,1951718,SP_2048,SP_RS10355,SP_2048,0,NA,FALSE
1822,1951681,1951941,SP_2049,SP_RS10360,SP_2049,0,NA,FALSE
1823,1951946,1952350,SP_2050,SP_RS10365,SP_2050,0,NA,FALSE
1824,1952343,1952669,comGC,SP_RS10370,SP_2051,0,NA,FALSE
1825,1952671,1953687,SP_2052,SP_RS10375,SP_2052,0,NA,FALSE
1826,1953635,1954576,SP_2053,SP_RS10380,SP_2053,0,NA,FALSE
1828,1955168,1956226,SP_2055,SP_RS10390,SP_2055,0,NA,FALSE
1829,1956389,1957540,nagA,SP_RS10395,SP_2056,0,NA,FALSE
1831,1959608,1960750,tgt,SP_RS10405,SP_2058,0,NA,FALSE
1832,1960880,1961737,SP_2059,SP_RS10410,SP_2059,0,NA,FALSE
1833,1961765,1962409,pcp,SP_RS10415,SP_2060,0,NA,FALSE
1834,1962516,1962875,SP_2061,SP_RS10420,SP_2061,0,NA,FALSE
1835,1962886,1963311,SP_2062,SP_RS10425,SP_2062,0,NA,FALSE
1836,1963634,1964746,SP_2063,SP_RS10430,SP_2063,0,NA,FALSE
1837,1964912,1965532,SP_2064,SP_RS10435,SP_2064,0,NA,FALSE
1838,1965536,1966816,SP_2065,SP_RS10440,SP_2065,0,NA,FALSE
1839,1966877,1968361,SP_2066,SP_RS10445,SP_2066,0,NA,FALSE
1840,1968437,1969714,SP_2067,SP_RS10450,SP_2067,0,NA,FALSE
1841,1969821,1969904,SP_2284,SP_RS10455,SP_2284,0,NA,FALSE
1842,1969914,1969985,SP_2285,SP_RS10460,SP_2285,0,NA,FALSE
1843,1969996,1970068,SP_2286,SP_RS10465,SP_2286,0,NA,FALSE
1844,1970083,1970153,SP_2287,SP_RS10470,SP_2287,0,NA,FALSE
1845,1970158,1970238,SP_2288,SP_RS10475,SP_2288,0,NA,FALSE
1846,1970251,1970323,SP_2289,SP_RS10480,SP_2289,0,NA,FALSE
1847,1970327,1970400,SP_2290,SP_RS10485,SP_2290,0,NA,FALSE
1848,1970411,1970500,SP_2291,SP_RS10490,SP_2291,0,NA,FALSE
1849,1970583,1970656,SP_2292,SP_RS10495,SP_2292,0,NA,FALSE
1850,1970691,1970761,SP_2293,SP_RS10500,SP_2293,0,NA,FALSE
1851,1970767,1970839,SP_2294,SP_RS10505,SP_2294,0,NA,FALSE
1852,1970844,1970959,rrf,SP_RS10510,SP_rrnaB5S,0,NA,FALSE
1853,1971036,1973937,SP_rrnaB23S,SP_RS10515,SP_rrnaB23S,0,NA,FALSE
1854,1974062,1974134,SP_2295,SP_RS10520,SP_2295,0,NA,FALSE
1855,1974186,1975731,SP_rrnaB16S,SP_RS10525,SP_rrnaB16S,0,NA,FALSE
1856,1975986,1976057,SP_2296,SP_RS10530,SP_2296,0,NA,FALSE
1857,1976179,1976613,SP_2068,SP_RS10535,SP_2068,0,NA,FALSE
1858,1976627,1978087,SP_2069,SP_RS10540,SP_2069,0,NA,FALSE
1859,1978211,1979560,SP_2070,SP_RS10545,SP_2070,0,NA,FALSE
1860,1979547,1979726,SP_2071,SP_RS10550,SP_2071,0,NA,FALSE
1861,1979730,1980419,SP_2072,SP_RS10555,SP_2072,0,NA,FALSE
1863,1983116,1984810,patA,SP_RS10570,SP_2075,0,NA,FALSE
1866,1990672,1991157,SP_2081,SP_RS10595,SP_2081,0,NA,FALSE
1867,1991241,1991948,SP_2082,SP_RS10600,SP_2082,0,NA,FALSE
1868,1991949,1993280,SP_2083,SP_RS10605,SP_2083,0,NA,FALSE
1869,1993447,1994322,SP_2084,SP_RS10610,SP_2084,0,NA,FALSE
1870,1994440,1995303,pstC,SP_RS10615,SP_2085,0,NA,FALSE
1873,1996880,1997530,phoU,SP_RS10630,SP_2088,0,NA,FALSE
1874,1997598,1998023,SP_2089,SP_RS10635,SP_2089,0,NA,FALSE
1875,1998790,1999806,SP_2091,SP_RS10645,SP_2091,0,NA,FALSE
1876,1999828,2000727,galU,SP_RS10650,SP_2092,0,NA,FALSE
1877,2001145,2002086,SP_2093,SP_RS10655,SP_2093,0,NA,FALSE
1878,2002387,2003064,SP_2094,SP_RS10665,SP_2094,0,NA,FALSE
1879,2003048,2003587,SP_2095,SP_RS10670,SP_2095,0,NA,FALSE
1880,2003599,2004729,SP_2096,SP_RS10675,SP_2096,0,NA,FALSE
1881,2004797,2005495,dapD,SP_RS10680,SP_2097,0,NA,FALSE
1882,2005725,2006636,SP_2098,SP_RS10685,SP_2098,0,NA,FALSE
1883,2006701,2009166,pbp1b,SP_RS10690,SP_2099,0,NA,FALSE
1884,2009308,2010564,SP_2100,SP_RS10695,SP_2100,0,NA,FALSE
1885,2010642,2012705,SP_2101,SP_RS10700,SP_2101,0,NA,FALSE
1886,2012707,2012985,SP_2102,SP_RS10705,SP_2102,0,NA,FALSE
1887,2013137,2013985,SP_2103,SP_RS10710,SP_2103,0,NA,FALSE
1888,2014784,2015356,SP_2105,SP_RS10725,SP_2105,0,NA,FALSE
1889,2016399,2018657,glgP,SP_RS10735,SP_2106,0,NA,FALSE
1890,2018683,2020200,malQ,SP_RS10740,SP_2107,0,NA,FALSE
1891,2020750,2022021,SP_2108,SP_RS10745,SP_2108,0,NA,FALSE
1892,2022132,2023424,SP_2109,SP_RS10750,SP_2109,0,NA,FALSE
1893,2023426,2024268,SP_2110,SP_RS10755,SP_2110,0,NA,FALSE
1894,2024521,2025321,SP_2111,SP_RS10760,SP_2111,0,NA,FALSE
1896,2026609,2027550,SP_2113,SP_RS10775,SP_2113,0,NA,FALSE
1897,2027528,2029291,aspS,SP_RS10780,SP_2114,0,NA,FALSE
1898,2029643,2029873,SP_2115,SP_RS10790,SP_2115,0,NA,FALSE
1899,2029891,2030532,SP_2116,SP_RS10795,SP_2116,0,NA,FALSE
1900,2030544,2031224,SP_2117,SP_RS10800,SP_2117,0,NA,FALSE
1901,2031280,2031477,SP_2118,SP_RS10805,SP_2118,0,NA,FALSE
1902,2031477,2031683,SP_2119,SP_RS10810,SP_2119,0,NA,FALSE
1903,2031693,2032007,SP_2120,SP_RS10815,SP_2120,0,NA,FALSE
1904,2032160,2032378,SP_RS13195,SP_RS13195,SP_RS13195,0,NA,FALSE
1905,2032438,2033727,SP_2121,SP_RS10825,SP_2121,0,NA,FALSE
1906,2033805,2035052,SP_2122,SP_RS10830,SP_2122,0,NA,FALSE
1908,2036860,2038563,ilvD,SP_RS10850,SP_2126,0,NA,FALSE
1909,2038796,2039728,SP_2127,SP_RS10855,SP_2127,0,NA,FALSE
1910,2039725,2040582,SP_2128,SP_RS10860,SP_2128,0,NA,FALSE
1911,2040586,2041932,SP_2129,SP_RS10865,SP_2129,0,NA,FALSE
1912,2041945,2042229,SP_2130,SP_RS10870,SP_2130,0,NA,FALSE
1913,2042233,2044263,SP_2131,SP_RS10875,SP_2131,0,NA,FALSE
1914,2044455,2045462,SP_2132,SP_RS10880,SP_2132,0,NA,FALSE
1915,2045465,2045665,SP_2133,SP_RS10885,SP_2133,0,NA,FALSE
1916,2045817,2045999,rpmF,SP_RS10890,SP_2134,0,NA,FALSE
1917,2046015,2046164,rpmG,SP_RS10895,SP_2135,0,NA,FALSE
1919,2048856,2049038,SP_RS10905,SP_RS10905,SP_RS10905,0,NA,FALSE
1920,2048983,2049796,SP_RS12505,SP_RS12505,SP_RS12505,0,NA,FALSE
1921,2049848,2050210,SP_2139,SP_RS10920,SP_2139,0,NA,FALSE
1922,2050211,2050420,SP_2140,SP_RS12945,SP_2140,0,NA,FALSE
1923,2050572,2052452,SP_2141,SP_RS10925,SP_2141,0,NA,FALSE
1924,2052446,2053315,SP_2142,SP_RS10930,SP_2142,0,NA,FALSE
1926,2056134,2057414,SP_2144,SP_RS10940,SP_2144,0,NA,FALSE
1928,2059710,2061389,SP_2146,SP_RS10950,SP_2146,0,NA,FALSE
1929,2062144,2063373,arcA,SP_RS10955,SP_2148,0,NA,FALSE
1930,2063431,2064447,argF,SP_RS10960,SP_2150,0,NA,FALSE
1931,2064612,2065559,arcC,SP_RS10965,SP_2151,0,NA,FALSE
1932,2065768,2067279,SP_2152,SP_RS10970,SP_2152,0,NA,FALSE
1933,2067301,2068632,SP_2153,SP_RS10975,SP_2153,0,NA,FALSE
1934,2069316,2069567,SP_RS10990,SP_RS10990,SP_RS10990,0,NA,FALSE
1935,2069966,2070850,SP_2156,SP_RS11000,SP_2156,0,NA,FALSE
1936,2070995,2072146,SP_2157,SP_RS11005,SP_2157,0,NA,FALSE
1937,2072292,2074058,SP_2158,SP_RS11010,SP_2158,0,NA,FALSE
1938,2074141,2077257,SP_2159,SP_RS11015,SP_2159,0,NA,FALSE
1939,2077267,2079561,SP_2160,SP_RS11020,SP_2160,0,NA,FALSE
1940,2079620,2080420,SP_2161,SP_RS11025,SP_2161,0,NA,FALSE
1941,2080417,2081190,SP_2162,SP_RS11030,SP_2162,0,NA,FALSE
1942,2081215,2081685,SP_2163,SP_RS11035,SP_2163,0,NA,FALSE
1943,2081676,2082107,SP_2164,SP_RS11040,SP_2164,0,NA,FALSE
1944,2082097,2082540,SP_2165,SP_RS11045,SP_2165,0,NA,FALSE
1945,2082552,2083190,SP_2166,SP_RS11050,SP_2166,0,NA,FALSE
1946,2083305,2084708,SP_2167,SP_RS11055,SP_2167,0,NA,FALSE
1947,2084884,2085657,SP_2168,SP_RS11060,SP_2168,0,NA,FALSE
1948,2086817,2088322,adcA,SP_RS11065,SP_2169,0,NA,FALSE
1949,2088332,2089138,SP_2170,SP_RS11070,SP_2170,0,NA,FALSE
1950,2089131,2089835,SP_2171,SP_RS11075,SP_2171,0,NA,FALSE
1951,2089835,2090275,adcR,SP_RS11080,SP_2172,0,NA,FALSE
1955,2093185,2094735,dltA,SP_RS11100,SP_2176,0,NA,FALSE
1956,2094756,2094887,SP_2177,SP_RS11105,SP_2177,0,NA,FALSE
1957,2095201,2095473,SP_2178,SP_RS11110,SP_2178,0,NA,FALSE
1958,2095739,2097085,SP_2179,SP_RS11115,SP_2179,0,NA,FALSE
1959,2100871,2101458,SP_2182,SP_RS11145,SP_2182,0,NA,FALSE
1960,2101545,2101748,SP_2183,SP_RS11150,SP_2183,0,NA,FALSE
1961,2102045,2102749,SP_2184,SP_RS11155,SP_2184,0,NA,FALSE
1962,2102819,2104645,glpO,SP_RS11160,SP_2185,0,NA,FALSE
1963,2104687,2106195,glpK,SP_RS11165,SP_2186,0,NA,FALSE
1965,2107946,2108818,hslO,SP_RS11175,SP_2188,0,NA,FALSE
1967,2110015,2112096,cbpA,SP_RS11185,SP_2190,0,NA,FALSE
1968,2112175,2112702,SP_2191,SP_RS11190,SP_2191,0,NA,FALSE
1969,2112785,2114116,hk06,SP_RS11195,SP_2192,0,NA,FALSE
1970,2114113,2114766,rr06,SP_RS11200,SP_2193,0,NA,FALSE
1971,2115408,2117840,SP_2194,SP_RS11210,SP_2194,0,NA,FALSE
1972,2117842,2118300,SP_2195,SP_RS11215,SP_2195,0,NA,FALSE
1973,2118419,2119147,SP_2196,SP_RS11220,SP_2196,0,NA,FALSE
1974,2119147,2120154,SP_2197,SP_RS11225,SP_2197,0,NA,FALSE
1976,2120914,2121204,SP_2199,SP_RS11235,SP_2199,0,NA,FALSE
1978,2122895,2123161,SP_2202,SP_RS11245,SP_2202,0,NA,FALSE
1979,2123163,2124515,dnaB,SP_RS11250,SP_2203,0,NA,FALSE
1980,2124559,2125011,rplI,SP_RS11255,SP_2204,0,NA,FALSE
1981,2125008,2126981,SP_2205,SP_RS11260,SP_2205,0,NA,FALSE
1982,2127117,2127665,raiA,SP_RS11265,SP_2206,0,NA,FALSE
1983,2127745,2128407,SP_2207,SP_RS11270,SP_2207,0,NA,FALSE
1984,2128404,2129702,SP_2208,SP_RS11275,SP_2208,0,NA,FALSE
1985,2129758,2130393,SP_2209,SP_RS11280,SP_2209,0,NA,FALSE
1987,2131759,2132157,SP_2211,SP_RS11290,SP_2211,0,NA,FALSE
1989,2133145,2134185,SP_2214,SP_RS11305,SP_2214,0,NA,FALSE
1990,2134264,2135043,rpsB,SP_RS11310,SP_2215,0,NA,FALSE
1991,2135267,2136445,SP_2216,SP_RS11315,SP_2216,0,NA,FALSE
1992,2136539,2137033,mreD,SP_RS11320,SP_2217,0,NA,FALSE
1995,2138697,2139536,SP_2220,SP_RS11335,SP_2220,0,NA,FALSE
1996,2139521,2140348,SP_2221,SP_RS11340,SP_2221,0,NA,FALSE
1997,2140345,2140890,pgsA,SP_RS11345,SP_2222,0,NA,FALSE
1998,2140901,2141722,SP_2223,SP_RS11350,SP_2223,0,NA,FALSE
1999,2141764,2143047,SP_2224,SP_RS11355,SP_2224,0,NA,FALSE
2000,2143044,2144294,SP_2225,SP_RS11360,SP_2225,0,NA,FALSE
2002,2144824,2145921,recF,SP_RS11370,SP_2227,0,NA,FALSE
2004,2147602,2148627,trpS,SP_RS11380,SP_2229,0,NA,FALSE
2005,2148833,2150455,SP_2230,SP_RS11385,SP_2230,0,NA,FALSE
2006,2150517,2153069,SP_2231,SP_RS11390,SP_2231,0,NA,FALSE
2007,2153170,2153484,SP_RS11395,SP_RS11395,SP_RS11395,0,NA,FALSE
2008,2153574,2153849,SP_RS11400,SP_RS11400,SP_RS11400,0,NA,FALSE
2009,2153934,2154701,SP_2233,SP_RS11405,SP_2233,0,NA,FALSE
2010,2154880,2155422,SP_2234,SP_RS11410,SP_2234,0,NA,FALSE
2011,2155463,2155536,SP_2297,SP_RS11415,SP_2297,0,NA,FALSE
2012,2155542,2155613,SP_2298,SP_RS11420,SP_2298,0,NA,FALSE
2013,2155665,2156417,SP_2235,SP_RS11425,SP_2235,0,NA,FALSE
2014,2156414,2157739,SP_2236,SP_RS11430,SP_2236,0,NA,FALSE
2015,2157760,2157885,comC,SP_RS11435,SP_2237,0,NA,FALSE
2016,2158050,2158123,SP_2299,SP_RS11440,SP_2299,0,NA,FALSE
2017,2158167,2158646,rlmH,SP_RS11445,SP_2238,0,NA,FALSE
2018,2158829,2160010,SP_2239,SP_RS11450,SP_2239,0,NA,FALSE
2019,2160068,2160826,SP_2240,SP_RS11455,SP_2240,0,NA,FALSE
